held_out,train_dataset,family,acc.true,acc.pred,f1.true,f1.pred,auroc.true,auroc.pred,brier.true,brier.pred,meanconf.true,meanconf.pred,nll.true,nll.pred
imdb,imdb,sentiment,0.8895000219345093,0.8337832093238831,0.8857358694076538,0.817734956741333,0.9665899276733398,0.954600989818573,0.08134631812572479,0.1338624805212021,0.8455161452293396,0.8319044709205627,0.2749819755554199,0.4342714548110962
imdb,imdb,sentiment,0.8220000267028809,0.8865552544593811,0.8060222268104553,0.8762509822845459,0.9677307605743408,0.9791131615638733,0.16306175291538239,0.08434318006038666,0.9754866361618042,0.928364634513855,0.7918742299079895,0.3173709213733673
imdb,imdb,sentiment,0.8855000138282776,0.8665007948875427,0.8853789567947388,0.8625435829162598,0.9673101305961609,0.9703388810157776,0.08584323525428772,0.10419735312461853,0.9359570741653442,0.9075881838798523,0.3049975335597992,0.36153432726860046
imdb,imdb,sentiment,0.9054999947547913,0.8738040328025818,0.9028055667877197,0.866024374961853,0.9703038930892944,0.9732609391212463,0.07236602157354355,0.09465594589710236,0.9333946108818054,0.9100821018218994,0.2418414205312729,0.33518266677856445
imdb,imdb,sentiment,0.7480000257492065,0.7371424436569214,0.7446818947792053,0.7011739015579224,0.9352704882621765,0.9043434858322144,0.1945829838514328,0.20042964816093445,0.5960099101066589,0.6613821387290955,0.5770227313041687,0.6203516125679016
imdb,imdb,sentiment,0.7049999833106995,0.7266351580619812,0.7000078558921814,0.6764019727706909,0.8788310289382935,0.8984657526016235,0.2227412313222885,0.2026180922985077,0.5492147207260132,0.6399078965187073,0.6378965973854065,0.6057002544403076
imdb,imdb,sentiment,0.675000011920929,0.7669350504875183,0.5978499054908752,0.7174183130264282,0.9584940075874329,0.9347327947616577,0.19916103780269623,0.17280033230781555,0.6165298223495483,0.6442059278488159,0.5873250961303711,0.5221415758132935
imdb,imdb,sentiment,0.765999972820282,0.7935625314712524,0.764215350151062,0.7634515762329102,0.9453567266464233,0.9420586228370667,0.1922338604927063,0.1588372141122818,0.5897886157035828,0.7206263542175293,0.573457658290863,0.5163459777832031
imdb,imdb,sentiment,0.8669999837875366,0.7517239451408386,0.8617427945137024,0.707038938999176,0.9511106610298157,0.926605224609375,0.17441168427467346,0.18638655543327332,0.6019428372383118,0.6918413043022156,0.5375193953514099,0.5705421566963196
imdb,imdb,sentiment,0.5709999799728394,0.7682587504386902,0.38973647356033325,0.7309324145317078,0.932198166847229,0.9311742782592773,0.21838413178920746,0.16975325345993042,0.6345658302307129,0.6316357254981995,0.6257821917533875,0.531662106513977
imdb,imdb,sentiment,0.6865000128746033,0.6641066074371338,0.6807242035865784,0.5947470664978027,0.7400121092796326,0.8334505558013916,0.2295173853635788,0.23461687564849854,0.5453411340713501,0.525745153427124,0.6517854332923889,0.6271055936813354
imdb,imdb,sentiment,0.44200000166893005,0.7212156653404236,0.3065187335014343,0.6601634621620178,0.6494388580322266,0.8878764510154724,0.2688962519168854,0.1977066993713379,0.6126535534858704,0.5632033348083496,0.7315815687179565,0.5832906365394592
imdb,imdb,sentiment,0.5600000023841858,0.8090262413024902,0.3631163239479065,0.7841636538505554,0.928835391998291,0.9518004655838013,0.23579618334770203,0.14876578748226166,0.7489442825317383,0.6714373230934143,0.653769850730896,0.4742799997329712
imdb,imdb,sentiment,0.8934999704360962,0.8254108428955078,0.889704704284668,0.8114269375801086,0.9669371247291565,0.962130069732666,0.07968828827142715,0.1325509250164032,0.8894086480140686,0.8800750970840454,0.2621389925479889,0.42839348316192627
imdb,imdb,sentiment,0.8730000257492065,0.85930997133255,0.8670823574066162,0.8470456600189209,0.9678311347961426,0.96345055103302,0.09163089096546173,0.10852909833192825,0.8756942749023438,0.8682579398155212,0.2990589737892151,0.36114367842674255
imdb,imdb,sentiment,0.9075000286102295,0.8402547240257263,0.9066122174263,0.8200388550758362,0.9652701616287231,0.9638760089874268,0.07051485031843185,0.11946415901184082,0.8806639313697815,0.9077942371368408,0.24535249173641205,0.41723164916038513
imdb,imdb,sentiment,0.906000018119812,0.877406120300293,0.9037165641784668,0.8685404658317566,0.9674702882766724,0.9749379754066467,0.0702308639883995,0.103053517639637,0.910651445388794,0.8983144164085388,0.23749934136867523,0.37471041083335876
imdb,imdb,sentiment,0.9014999866485596,0.8597666025161743,0.9001914858818054,0.8541842103004456,0.9630036950111389,0.9676311016082764,0.07223017513751984,0.11475729942321777,0.8937199711799622,0.8964836597442627,0.25309035181999207,0.37772136926651
imdb,imdb,sentiment,0.9004999995231628,0.8807706236839294,0.9000712633132935,0.8728112578392029,0.968597948551178,0.9774842858314514,0.07392008602619171,0.09324280917644501,0.9238216280937195,0.9001608490943909,0.2547491490840912,0.34213218092918396
imdb,imdb,sentiment,0.9144999980926514,0.8848329782485962,0.9130644798278809,0.8832533955574036,0.9692167639732361,0.9769360423088074,0.06558500230312347,0.09493958204984665,0.9345981478691101,0.9155609011650085,0.22877533733844757,0.34585413336753845
imdb,imdb,sentiment,0.9024999737739563,0.8964455723762512,0.8999548554420471,0.8923906087875366,0.9654384255409241,0.9801670908927917,0.07834082841873169,0.08490107208490372,0.9609837532043457,0.9386235475540161,0.2938399612903595,0.3281824588775635
imdb,imdb,sentiment,0.8799999952316284,0.8796463012695312,0.8745735287666321,0.8681524991989136,0.9684900045394897,0.9771919846534729,0.08570206165313721,0.09582974016666412,0.9028040170669556,0.8872178792953491,0.2768619656562805,0.36078816652297974
imdb,imdb,sentiment,0.9039999842643738,0.8825496435165405,0.9010027647018433,0.876883327960968,0.9691027402877808,0.9767103791236877,0.07574673742055893,0.09458247572183609,0.9270414710044861,0.9197421669960022,0.258094847202301,0.3508826494216919
imdb,imdb,sentiment,0.9179999828338623,0.8873723149299622,0.9163125157356262,0.8805544376373291,0.9722653031349182,0.9725683331489563,0.06511679291725159,0.08979733288288116,0.9448729157447815,0.9499630928039551,0.22686150670051575,0.32206660509109497
